"PubSID","Code","Abbr","Name"
"0029851095","2747","MEDI","Transplantation"
"0032774414","2727","MEDI","Nephrology"
"0032055163","1303","BIOC","Biochemistry"
"0032055163","1307","BIOC","Cell Biology"
"0032055163","2403","IMMU","Immunology"
"0032055163","2720","MEDI","Hematology"
"0030671039","2747","MEDI","Transplantation"
"0344141613","2403","IMMU","Immunology"
"0344141613","2747","MEDI","Transplantation"
"0032832979","2720","MEDI","Hematology"
"0032832979","2747","MEDI","Transplantation"
"0034102824","2720","MEDI","Hematology"
"0034102824","2747","MEDI","Transplantation"
"0028900536","1300","BIOC","Biochemistry, Genetics and Molecular Biology (all)"
"0028900536","2700","MEDI","Medicine (all)"
"0025893168","1307","BIOC","Cell Biology"
"0025893168","1312","BIOC","Molecular Biology"
"0034331937","1307","BIOC","Cell Biology"
"0034331937","1311","BIOC","Genetics"
"15844395463","2720","MEDI","Hematology"
"10344238083","2720","MEDI","Hematology"
"10544224147","2720","MEDI","Hematology"
"0032884873","2720","MEDI","Hematology"
"0032884873","2747","MEDI","Transplantation"
"0032105481","1308","BIOC","Clinical Biochemistry"
"0028869086","2736","MEDI","Pharmacology (medical)"
"0028869086","3004","PHAR","Pharmacology"
"0345161813","2747","MEDI","Transplantation"
"0032573044","2403","IMMU","Immunology"
"0032573044","2747","MEDI","Transplantation"
"0034728055","2700","MEDI","Medicine (all)"
"0344613988","1300","BIOC","Biochemistry, Genetics and Molecular Biology (all)"
"0344613988","2700","MEDI","Medicine (all)"
"0034571546","2747","MEDI","Transplantation"
"10544242968","2720","MEDI","Hematology"
"10544242968","2747","MEDI","Transplantation"
"0033561405","2403","IMMU","Immunology"
"0033561405","2747","MEDI","Transplantation"
"0033931997","2403","IMMU","Immunology"
"0033931997","2720","MEDI","Hematology"
"0032996618","1300","BIOC","Biochemistry, Genetics and Molecular Biology (all)"
"0032996618","2700","MEDI","Medicine (all)"
"0033519712","2700","MEDI","Medicine (all)"
"0033083303","2403","IMMU","Immunology"
"0028903939","2403","IMMU","Immunology"
"0027451441","2403","IMMU","Immunology"
"12644262358","1000","MULT","Multidisciplinary"
"0033519661","2700","MEDI","Medicine (all)"
"0032996025","1300","BIOC","Biochemistry, Genetics and Molecular Biology (all)"
"0032996025","2700","MEDI","Medicine (all)"
